1108939,6415060,-77.55240344666129
1108939,63291,-77.68764947194211
1108939,8596282,-77.7015892794785
1108939,7371584,-77.81579025084493
1108939,829371,-77.87070849308431
1108939,8630525,-77.97648460697157
1108939,730429,-78.00006782024725
1108939,6263844,-78.10069547987482
1108939,63290,-78.12918873995105
1108939,6605469,-78.12956058759117
1108939,63293,-78.15345917718199
1108939,6621964,-78.17228863396167
1108939,8202617,-78.19153795080315
1108939,5527949,-78.20270487940303
1108939,5163859,-78.23159002660904
1108939,6164667,-78.25739780037438
1108939,7329465,-78.27080733435807
1108939,999885,-78.27965268246642
1108939,8505735,-78.28430114386202
1108939,1569136,-78.30177225959758
1108939,8172843,-78.33128558037419
1108939,7436939,-78.34518816976305
1108939,6551140,-78.34755555780633
1108939,8661642,-78.35272087595736
1108939,1534209,-78.37458913137783
1108939,1667520,-78.40530794261622
1108939,7346699,-78.43456693479597
1108939,8532675,-78.44602425335091
1108939,8616512,-78.47413916875425
1108939,6322431,-78.50255264948325
1108939,631428,-78.51046373368885
1108939,8037119,-78.51071738589778
1108939,6415059,-78.51113060951957
1108939,1626692,-78.51331558910972
1108939,8632144,-78.52190894495112
1108939,6219942,-78.52296498984347
1108939,7327286,-78.53075340832345
1108939,7438768,-78.53636016918279
1108939,5493204,-78.53847001643445
1108939,8055390,-78.55458745047508
1108939,7144974,-78.55653010227202
1108939,8249882,-78.61089168514044
1108939,7304361,-78.61195540967097
1108939,5553584,-78.61292487270201
1108939,8550205,-78.61586305421964
1108939,7253653,-78.6185727430989
1108939,1678621,-78.61982060473116
1108939,8754942,-78.62023795447901
1108939,6316877,-78.63417648818283
1108939,8629183,-78.63878068743743
1108939,1534211,-78.64209196978064
1108939,6571531,-78.65530931498317
1108939,1445147,-78.6559247611869
1108939,8269661,-78.65651225405298
1108939,6564869,-78.66597118116974
1108939,8776622,-78.67359414948594
1108939,6077024,-78.70525271476903
1108939,980318,-78.72518896628019
1108939,8263502,-78.74627608114578
1108939,1622855,-78.75578543043349
1108939,6529622,-78.76711631633825
1108939,7491705,-78.80426543611605
1108939,1690948,-78.80725446816393
1108939,6225010,-78.80793429903443
1108939,6179150,-78.81137362166677
1108939,640910,-78.84194771133433
1108939,157178,-78.85901139665003
1108939,7556674,-78.8677328595986
1108939,8304914,-78.87680759216465
1108939,610117,-78.89154840747074
1108939,6010788,-78.9020700162852
1108939,8363174,-78.90339456934794
1108939,6388082,-78.9097617126417
1108939,8205692,-78.92802608859353
1108939,8596281,-78.95035531180461
1108939,8343919,-78.99842478494149
1108939,7217246,-79.05732738905759
1108939,989877,-79.07666894011622
1108939,8749213,-79.08142853054477
1108939,820775,-79.08574915900748
1108939,991051,-79.09853251323243
1108939,661386,-79.12195622898881
1108939,7381214,-79.12459297791096
1108939,1589122,-79.12499380249484
1108939,1677155,-79.12543086764792
1108939,5553629,-79.14590080328534
1108939,826843,-79.15130815009773
1108939,5335836,-79.16278388032033
1108939,6010794,-79.16708236918387
1108939,8510188,-79.18377146311225
1108939,978962,-79.18670381112132
1108939,917895,-79.19702304210055
1108939,6347768,-79.20665161102214
1108939,5203394,-79.21884678642381
1108939,5182924,-79.22402549376949
1108939,920451,-79.23043015756608
1108939,8406305,-79.36297520716606
