1108939,6529622,-25.023639998504606
1108939,7491705,-26.102525690879453
1108939,6551140,-28.650294641595234
1108939,5553584,-28.703589072171603
1108939,8754942,-28.867162351881966
1108939,6316877,-28.97700477521431
1108939,8629183,-29.220034053854135
1108939,8269661,-29.25566895670479
1108939,7438768,-30.05092123523691
1108939,7217246,-30.514446240150573
1108939,6322431,-30.908637258867333
1108939,8550205,-31.98103383833306
1108939,6225010,-32.00035233865598
1108939,7436939,-32.09674827382265
1108939,8596282,-32.824967309396676
1108939,6415060,-33.030543347732475
1108939,63291,-33.046588726956955
1108939,6388082,-33.10572986381102
1108939,8532675,-33.32944483891938
1108939,829371,-33.343097251704705
1108939,7371584,-33.53257123133692
1108939,5493204,-33.6256495667938
1108939,730429,-33.72707243880494
1108939,63290,-33.7906970374736
1108939,63293,-33.81358895601627
1108939,6164667,-33.83067055345877
1108939,6621964,-33.84999490507688
1108939,7304361,-33.90924259551303
1108939,6263844,-34.00102456785232
1108939,6605469,-34.02221160979046
1108939,5527949,-34.04003536479114
1108939,8505735,-34.04993763173405
1108939,1534209,-34.1878860224906
1108939,1569136,-34.225962090249574
1108939,8661642,-34.26576026056596
1108939,999885,-34.31280038958905
1108939,7329465,-34.353169187932956
1108939,5163859,-34.356737612568395
1108939,6219942,-34.47289507346511
1108939,631428,-34.48724365386415
1108939,8037119,-34.544980196475926
1108939,8616512,-34.548131082225055
1108939,8055390,-34.58510866017104
1108939,6415059,-34.61994667353949
1108939,8172843,-34.75680916082827
1108939,7327286,-34.759984689120074
1108939,7144974,-34.92592864681587
1108939,1626692,-34.92641842349768
1108939,1667520,-34.934902843040135
1108939,1678621,-35.01297417257974
1108939,8630525,-35.03148438973598
1108939,8632144,-35.04017406848257
1108939,8263502,-35.142759242168964
1108939,1534211,-35.20952857594824
1108939,6564869,-35.29847411286427
1108939,980318,-35.35268107438159
1108939,6077024,-35.40321748414459
1108939,7346699,-35.558428252661805
1108939,640910,-35.62961940203488
1108939,1445147,-35.631145498101155
1108939,7253653,-35.65117396351958
1108939,1690948,-35.66435003196438
1108939,8304914,-35.66764383969557
1108939,6571531,-35.73794969293482
1108939,157178,-35.756051219337294
1108939,1622855,-35.76792151216543
1108939,8776622,-35.86291953027049
1108939,610117,-35.87542268938736
1108939,8596281,-35.95305576061774
1108939,6179150,-36.1930842503763
1108939,8363174,-36.218257962251535
1108939,7556674,-36.30742361502721
1108939,8205692,-36.31673680171937
1108939,8749213,-36.38248069585043
1108939,820775,-36.47685277648484
1108939,661386,-36.49714682490832
1108939,6010788,-36.5642320230651
1108939,1589122,-36.776521436528526
1108939,991051,-36.83983862455923
1108939,7381214,-36.96139368800748
1108939,8362294,-37.079759496537406
1108939,826843,-37.119583070637105
1108939,5203394,-37.27892809673354
1108939,5553629,-37.29086957295274
1108939,5335836,-37.328231935949624
1108939,978962,-37.523650291340935
1108939,920451,-37.578344771676406
1108939,6010794,-37.5797204735763
1108939,8406305,-37.5897384918632
1108939,1677155,-37.655337261211976
1108939,8164552,-38.01047037797161
1108939,917895,-38.016038972045386
1108939,640911,-38.715762206138514
1108939,8343919,-38.85575857761724
1108939,5182924,-39.02300640421223
1108939,8202617,-39.08151146484759
1108939,8249882,-40.1230646373229
1108939,989877,-40.99531790343542
1108939,8510188,-41.399830182326845
1108939,6347768,-41.87040549237912
1112389,1422900,-25.339130895866795
1112389,8501535,-27.451530083889086
1112389,8138750,-29.486238499656746
1112389,5382198,-30.380637721953708
1112389,6064419,-30.734684539649226
1112389,6064420,-30.734684539649226
1112389,5222234,-30.76978200570745
1112389,1429212,-31.141755836247974
1112389,5356573,-31.15173210234068
1112389,1745424,-31.541894200386885
1112389,7417864,-31.87370462675015
1112389,5984846,-31.99378053962313
1112389,6221200,-32.060048367590014
1112389,8141288,-32.09560622363858
